GEO_ID,NAME,totalpopover16,laborforceparticipationrate,unemploymentrate,popabove20underpovertylevel
1400000US26011970400,"Census Tract 9704, Arenac County, Michigan",2407,41.6,11.5,33.2
1400000US26011970500,"Census Tract 9705, Arenac County, Michigan",3456,52.9,9.2,38.5
1400000US26011990000,"Census Tract 9900, Arenac County, Michigan",0,-,-,-
1400000US26011990100,"Census Tract 9901, Arenac County, Michigan",0,-,-,-
1400000US26013000100,"Census Tract 1, Baraga County, Michigan",3348,49.2,4.1,51
1400000US26013000200,"Census Tract 2, Baraga County, Michigan",3813,34.5,9.2,51.3
1400000US26013990100,"Census Tract 9901, Baraga County, Michigan",0,-,-,-
1400000US26015010100,"Census Tract 101, Barry County, Michigan",4841,60.4,6.6,41.4
1400000US26015010200,"Census Tract 102, Barry County, Michigan",4208,68.5,5.3,60.4
1400000US26015010300,"Census Tract 103, Barry County, Michigan",6006,66.6,3.5,27.2
1400000US26015010401,"Census Tract 104.01, Barry County, Michigan",2753,57.1,7.1,28.4
1400000US26015010402,"Census Tract 104.02, Barry County, Michigan",3436,66.3,1.7,74.1
1400000US26015010500,"Census Tract 105, Barry County, Michigan",2910,57.6,5.6,70.8
1400000US26015010600,"Census Tract 106, Barry County, Michigan",5676,58.6,3.8,85.9
1400000US26015010700,"Census Tract 107, Barry County, Michigan",4232,57.2,6,47.8
1400000US26015010800,"Census Tract 108, Barry County, Michigan",2751,57.3,4.3,49.4
1400000US26015011300,"Census Tract 113, Barry County, Michigan",6123,63.3,4.4,61
1400000US26015011400,"Census Tract 114, Barry County, Michigan",5319,61.2,9.4,63.8
1400000US26017280300,"Census Tract 2803, Bay County, Michigan",952,60.8,7.4,48.6
1400000US26017280400,"Census Tract 2804, Bay County, Michigan",2185,65.2,16.2,59.1
1400000US26017280500,"Census Tract 2805, Bay County, Michigan",2702,62.9,4.6,36.1
1400000US26017280600,"Census Tract 2806, Bay County, Michigan",2072,67.6,14.9,64.5
1400000US26017280700,"Census Tract 2807, Bay County, Michigan",2532,54.7,9.4,38.3
1400000US26017280800,"Census Tract 2808, Bay County, Michigan",2879,61.2,2.1,63.2
1400000US26017280900,"Census Tract 2809, Bay County, Michigan",2289,54.5,15.8,64.4
1400000US26017281000,"Census Tract 2810, Bay County, Michigan",3168,60.9,6.6,44.4
1400000US26017281300,"Census Tract 2813, Bay County, Michigan",2313,60.7,3.4,56
1400000US26017285100,"Census Tract 2851, Bay County, Michigan",2747,63.1,11.8,64.4
1400000US26017285201,"Census Tract 2852.01, Bay County, Michigan",4747,56.1,7.5,41.7
1400000US26017285202,"Census Tract 2852.02, Bay County, Michigan",3225,55.3,5.5,49.8
1400000US26017285300,"Census Tract 2853, Bay County, Michigan",3711,62.9,7.2,53.9
1400000US26017285400,"Census Tract 2854, Bay County, Michigan",3035,63.2,4.6,66.1
1400000US26017285500,"Census Tract 2855, Bay County, Michigan",5664,53.3,3.7,38.8
1400000US26017285600,"Census Tract 2856, Bay County, Michigan",5658,68.3,4,48
1400000US26017285700,"Census Tract 2857, Bay County, Michigan",3087,60.3,7.3,69.7
1400000US26017285800,"Census Tract 2858, Bay County, Michigan",5052,51.9,6.7,60.2
1400000US26017285900,"Census Tract 2859, Bay County, Michigan",4129,50.4,4,36.2
1400000US26017286000,"Census Tract 2860, Bay County, Michigan",2497,60.3,3,20.5
1400000US26017286100,"Census Tract 2861, Bay County, Michigan",6282,59.1,5.4,73.9
1400000US26017286200,"Census Tract 2862, Bay County, Michigan",4351,52.7,7.5,65.5
1400000US26017286300,"Census Tract 2863, Bay County, Michigan",2914,62.7,5.5,47.8
1400000US26017286400,"Census Tract 2864, Bay County, Michigan",2017,54.9,5.7,46.3
1400000US26017286500,"Census Tract 2865, Bay County, Michigan",1688,39.5,14.7,41.3
1400000US26017286600,"Census Tract 2866, Bay County, Michigan",3964,61.2,12,49.8
1400000US26017990000,"Census Tract 9900, Bay County, Michigan",0,-,-,-
1400000US26019000100,"Census Tract 1, Benzie County, Michigan",5751,64.6,3.2,53.2
1400000US26019000200,"Census Tract 2, Benzie County, Michigan",2822,55.7,4.7,46.2
1400000US26019000300,"Census Tract 3, Benzie County, Michigan",1691,43.7,7,36.6
1400000US26019000400,"Census Tract 4, Benzie County, Michigan",1844,43.7,7.4,39.6
1400000US26019000500,"Census Tract 5, Benzie County, Michigan",2612,56.7,10.8,43.9
1400000US26019990000,"Census Tract 9900, Benzie County, Michigan",0,-,-,-
1400000US26021000300,"Census Tract 3, Berrien County, Michigan",1561,62.8,17.4,52.2
1400000US26021000400,"Census Tract 4, Berrien County, Michigan",1758,53.6,13,52.3
1400000US26021000500,"Census Tract 5, Berrien County, Michigan",1170,50.7,25.1,46.9
1400000US26021000600,"Census Tract 6, Berrien County, Michigan",2649,62.9,17.5,52.5
1400000US26021000700,"Census Tract 7, Berrien County, Michigan",2295,61.3,3.1,43.6
1400000US26021000800,"Census Tract 8, Berrien County, Michigan",4587,65.7,3.6,18.1
1400000US26021000900,"Census Tract 9, Berrien County, Michigan",1851,58.2,1.3,74.7
1400000US26021001000,"Census Tract 10, Berrien County, Michigan",1488,69,3.5,78.6
1400000US26021001100,"Census Tract 11, Berrien County, Michigan",3388,65.8,3.3,61.8
1400000US26021001300,"Census Tract 13, Berrien County, Michigan",1840,59.2,2.2,56.3
1400000US26021001400,"Census Tract 14, Berrien County, Michigan",3527,65,7.5,76.3
1400000US26021001500,"Census Tract 15, Berrien County, Michigan",2531,59.6,1.9,29.9
1400000US26021001600,"Census Tract 16, Berrien County, Michigan",1786,64.9,3.6,61.5
1400000US26021001700,"Census Tract 17, Berrien County, Michigan",3669,64.3,1.8,44.3
1400000US26021001800,"Census Tract 18, Berrien County, Michigan",3712,60,2.1,14.8
1400000US26021001900,"Census Tract 19, Berrien County, Michigan",1537,57.8,5.9,44
1400000US26021002000,"Census Tract 20, Berrien County, Michigan",2754,65.4,8.2,56.3
1400000US26021002100,"Census Tract 21, Berrien County, Michigan",1923,51,18.6,46.9
1400000US26021002200,"Census Tract 22, Berrien County, Michigan",1699,54.8,17.4,59.4
1400000US26021002300,"Census Tract 23, Berrien County, Michigan",1388,54.5,9.1,41.3
1400000US26021002400,"Census Tract 24, Berrien County, Michigan",1642,58.5,2.3,45.4
1400000US26021002500,"Census Tract 25, Berrien County, Michigan",1678,61.9,5.6,65.9
1400000US26021010100,"Census Tract 101, Berrien County, Michigan",3015,63.8,7.5,55.7
1400000US26021010200,"Census Tract 102, Berrien County, Michigan",5373,66.4,8.4,62.2
1400000US26021010300,"Census Tract 103, Berrien County, Michigan",3716,59.1,8.6,54.9
1400000US26021010400,"Census Tract 104, Berrien County, Michigan",2289,60.4,4.2,54.7
1400000US26021010500,"Census Tract 105, Berrien County, Michigan",1903,56.9,6.4,38
1400000US26021010600,"Census Tract 106, Berrien County, Michigan",3931,61.9,3.1,60.3
1400000US26021011000,"Census Tract 110, Berrien County, Michigan",2237,65.9,3.8,54.8
1400000US26021011100,"Census Tract 111, Berrien County, Michigan",4753,58.1,4.9,56
1400000US26021011200,"Census Tract 112, Berrien County, Michigan",2851,52.4,2.9,55.2
1400000US26021011300,"Census Tract 113, Berrien County, Michigan",3472,55.2,4.8,44.1
1400000US26021011400,"Census Tract 114, Berrien County, Michigan",1982,67.4,5.2,84.4
1400000US26021011500,"Census Tract 115, Berrien County, Michigan",1183,60.7,5,60.6
1400000US26021011600,"Census Tract 116, Berrien County, Michigan",1614,65.6,5.3,66.3
1400000US26021020100,"Census Tract 201, Berrien County, Michigan",1927,72.2,6,90.2
1400000US26021020200,"Census Tract 202, Berrien County, Michigan",4018,62.8,10.3,46.1
1400000US26021020300,"Census Tract 203, Berrien County, Michigan",2188,61.9,2.7,42.2
1400000US26021020400,"Census Tract 204, Berrien County, Michigan",3192,65.4,7.4,86
1400000US26021020500,"Census Tract 205, Berrien County, Michigan",2421,65.9,10.3,60.3
1400000US26021020600,"Census Tract 206, Berrien County, Michigan",2473,60,6.9,41.8
1400000US26021020700,"Census Tract 207, Berrien County, Michigan",2210,53,6.5,60.5
1400000US26021020900,"Census Tract 209, Berrien County, Michigan",2517,57.6,5.9,61.4
1400000US26021021000,"Census Tract 210, Berrien County, Michigan",4074,63.6,3.2,60.3
1400000US26021021100,"Census Tract 211, Berrien County, Michigan",1625,57.4,8.3,56.2
1400000US26021021200,"Census Tract 212, Berrien County, Michigan",1305,55,6.4,41.7
1400000US26021021300,"Census Tract 213, Berrien County, Michigan",4456,63.1,4.9,56.7
1400000US26021021400,"Census Tract 214, Berrien County, Michigan",3304,62.9,8.2,65.2
1400000US26021990000,"Census Tract 9900, Berrien County, Michigan",0,-,-,-
1400000US26023950100,"Census Tract 9501, Branch County, Michigan",2982,56.6,3.4,23.4
1400000US26023950200,"Census Tract 9502, Branch County, Michigan",2922,55.6,11.9,47.7
1400000US26023950300,"Census Tract 9503, Branch County, Michigan",2970,56.3,4.9,39.8
1400000US26023950800,"Census Tract 9508, Branch County, Michigan",3063,63.9,3.1,48.1
1400000US26023950900,"Census Tract 9509, Branch County, Michigan",1779,60.2,5.2,47.5
1400000US26023951000,"Census Tract 9510, Branch County, Michigan",2045,56.6,4.9,58.3
1400000US26023951100,"Census Tract 9511, Branch County, Michigan",2584,62.2,1.5,47.1
1400000US26023951200,"Census Tract 9512, Branch County, Michigan",3426,64.8,3.5,45.2
1400000US26023951300,"Census Tract 9513, Branch County, Michigan",5002,33.9,3.4,41.5
1400000US26023951400,"Census Tract 9514, Branch County, Michigan",3152,59.4,6.1,36.7
1400000US26023951500,"Census Tract 9515, Branch County, Michigan",2126,71.5,2.2,48.6
1400000US26023951600,"Census Tract 9516, Branch County, Michigan",2572,64.2,4.8,60.3
1400000US26025000200,"Census Tract 2, Calhoun County, Michigan",2551,58.6,8.5,57.3
1400000US26025000300,"Census Tract 3, Calhoun County, Michigan",1587,55.5,19.1,41.8
1400000US26025000500,"Census Tract 5, Calhoun County, Michigan",2233,61.1,14.6,52.1
1400000US26025000600,"Census Tract 6, Calhoun County, Michigan",2176,53.1,14.6,39.7
1400000US26025000700,"Census Tract 7, Calhoun County, Michigan",2214,46.7,3.6,36.4
1400000US26025000800,"Census Tract 8, Calhoun County, Michigan",2207,60.3,2.5,30.8
1400000US26025000900,"Census Tract 9, Calhoun County, Michigan",2783,57.6,4.7,41.6
1400000US26025001000,"Census Tract 10, Calhoun County, Michigan",3152,52.4,14.2,57
1400000US26025001100,"Census Tract 11, Calhoun County, Michigan",3330,54.4,8,41.5
1400000US26025001200,"Census Tract 12, Calhoun County, Michigan",1866,65.5,9.6,80.1
1400000US26025001300,"Census Tract 13, Calhoun County, Michigan",3067,61.3,11.7,51.2
1400000US26025001400,"Census Tract 14, Calhoun County, Michigan",3196,60.4,7.8,30.5
1400000US26025001500,"Census Tract 15, Calhoun County, Michigan",4266,64.2,5.5,63.5
1400000US26025001600,"Census Tract 16, Calhoun County, Michigan",2176,69.7,1.7,39.5
1400000US26025001700,"Census Tract 17, Calhoun County, Michigan",3629,62.2,2.4,26.1
1400000US26025001800,"Census Tract 18, Calhoun County, Michigan",4890,63.1,7.7,44
1400000US26025001900,"Census Tract 19, Calhoun County, Michigan",3613,61.4,9.9,56.8
1400000US26025002000,"Census Tract 20, Calhoun County, Michigan",4164,62.1,3.6,43.5
1400000US26025002100,"Census Tract 21, Calhoun County, Michigan",948,56.5,3.4,37.4
1400000US26025002200,"Census Tract 22, Calhoun County, Michigan",2600,55.7,2.8,20.1
1400000US26025002300,"Census Tract 23, Calhoun County, Michigan",3091,67.6,3.2,54.6
1400000US26025002400,"Census Tract 24, Calhoun County, Michigan",2383,54.1,6.1,28.4
1400000US26025002500,"Census Tract 25, Calhoun County, Michigan",3400,59.9,10.4,46.8
1400000US26025002600,"Census Tract 26, Calhoun County, Michigan",1720,61.2,4.4,41.9
1400000US26025002700,"Census Tract 27, Calhoun County, Michigan",5067,60.6,8.8,63.4
1400000US26025002800,"Census Tract 28, Calhoun County, Michigan",3368,56.6,6.1,51.8
1400000US26025002900,"Census Tract 29, Calhoun County, Michigan",2517,58.4,3.4,43.2
1400000US26025003000,"Census Tract 30, Calhoun County, Michigan",1710,61,4,21.3
1400000US26025003100,"Census Tract 31, Calhoun County, Michigan",2274,59.5,6.6,50.2
1400000US26025003200,"Census Tract 32, Calhoun County, Michigan",1759,54.2,2.8,43.7
1400000US26025003300,"Census Tract 33, Calhoun County, Michigan",1596,56.5,16,49.6
1400000US26025003400,"Census Tract 34, Calhoun County, Michigan",1931,54.1,2.8,60.6
1400000US26025003500,"Census Tract 35, Calhoun County, Michigan",2115,54.7,8.2,39
1400000US26025003600,"Census Tract 36, Calhoun County, Michigan",1589,51.3,8.8,53
1400000US26025003700,"Census Tract 37, Calhoun County, Michigan",3828,54.9,5.9,51.7
1400000US26025003800,"Census Tract 38, Calhoun County, Michigan",3495,66.1,3.8,40.7
1400000US26025003900,"Census Tract 39, Calhoun County, Michigan",3769,56.3,4.3,17.1
1400000US26025004000,"Census Tract 40, Calhoun County, Michigan",3178,59,4.9,44.9
1400000US26025004100,"Census Tract 41, Calhoun County, Michigan",1471,60,21,50.1
1400000US26027001000,"Census Tract 10, Cass County, Michigan",2977,62.6,0.4,49.5
1400000US26027001100,"Census Tract 11, Cass County, Michigan",2299,69.2,6.3,47.6
1400000US26027001200,"Census Tract 12, Cass County, Michigan",2564,62.9,2.5,35.7
1400000US26027001500,"Census Tract 15, Cass County, Michigan",3165,63.8,6.2,71.3
1400000US26027001600,"Census Tract 16, Cass County, Michigan",2960,57.7,4,59.6
1400000US26027001700,"Census Tract 17, Cass County, Michigan",4344,59.3,3.6,44.8
1400000US26027001800,"Census Tract 18, Cass County, Michigan",6631,65,6,54.4
1400000US26027001900,"Census Tract 19, Cass County, Michigan",4175,53,6.1,30
1400000US26027002000,"Census Tract 20, Cass County, Michigan",3444,56.8,13.5,57.5
1400000US26027002100,"Census Tract 21, Cass County, Michigan",4737,55.7,12.4,42.3
1400000US26027002200,"Census Tract 22, Cass County, Michigan",4808,62,9.4,60.4
1400000US26029000100,"Census Tract 1, Charlevoix County, Michigan",1470,58.9,2.9,41.1
1400000US26029000200,"Census Tract 2, Charlevoix County, Michigan",1063,58.5,4.8,32
1400000US26029000300,"Census Tract 3, Charlevoix County, Michigan",1948,64,3.9,58.6
1400000US26029000400,"Census Tract 4, Charlevoix County, Michigan",2263,57.4,5.1,57
1400000US26029000500,"Census Tract 5, Charlevoix County, Michigan",512,46.3,8,81.1
1400000US26029000800,"Census Tract 8, Charlevoix County, Michigan",2348,60.4,4.2,60.9
1400000US26029000900,"Census Tract 9, Charlevoix County, Michigan",1629,52.4,4.6,40
1400000US26029001000,"Census Tract 10, Charlevoix County, Michigan",2006,54,8.9,52.7
1400000US26029001100,"Census Tract 11, Charlevoix County, Michigan",1514,64.3,1.6,60.3
1400000US26029001200,"Census Tract 12, Charlevoix County, Michigan",2417,63.5,3.4,16.7
1400000US26029001300,"Census Tract 13, Charlevoix County, Michigan",1219,54,5.6,42.9
1400000US26029001400,"Census Tract 14, Charlevoix County, Michigan",1074,69.6,1.5,42.6
1400000US26029001500,"Census Tract 15, Charlevoix County, Michigan",2196,59.2,5.5,67.3
1400000US26029990000,"Census Tract 9900, Charlevoix County, Michigan",0,-,-,-
1400000US26031960100,"Census Tract 9601, Cheboygan County, Michigan",2600,57.1,6.9,60.9
1400000US26031960200,"Census Tract 9602, Cheboygan County, Michigan",2357,64.8,9,59
1400000US26031960300,"Census Tract 9603, Cheboygan County, Michigan",3720,47.8,8.6,33.2
1400000US26031960400,"Census Tract 9604, Cheboygan County, Michigan",3254,51.2,9.8,67.1
1400000US26031960500,"Census Tract 9605, Cheboygan County, Michigan",2112,51.4,5.3,29.9
1400000US26031960600,"Census Tract 9606, Cheboygan County, Michigan",2149,45.4,5,81.3
1400000US26031960700,"Census Tract 9607, Cheboygan County, Michigan",2544,56.6,9.2,38.3
1400000US26031960800,"Census Tract 9608, Cheboygan County, Michigan",3013,52.4,9.6,43
1400000US26031990000,"Census Tract 9900, Cheboygan County, Michigan",0,-,-,-
1400000US26033970100,"Census Tract 9701, Chippewa County, Michigan",2736,54.5,8.4,50
1400000US26033970200,"Census Tract 9702, Chippewa County, Michigan",2855,64,14.9,73.1
1400000US26033970300,"Census Tract 9703, Chippewa County, Michigan",3698,59.8,7.6,48.9
1400000US26033970400,"Census Tract 9704, Chippewa County, Michigan",1935,63.2,7.7,53.8
1400000US26033970500,"Census Tract 9705, Chippewa County, Michigan",2833,59.9,3,45.4
1400000US26033970600,"Census Tract 9706, Chippewa County, Michigan",4163,63.7,7.5,71.2
1400000US26033970700,"Census Tract 9707, Chippewa County, Michigan",893,38.2,8.2,40.2
1400000US26033970800,"Census Tract 9708, Chippewa County, Michigan",3461,64.4,9.1,50.4
1400000US26033970900,"Census Tract 9709, Chippewa County, Michigan",3712,38,16,47.4
1400000US26033971000,"Census Tract 9710, Chippewa County, Michigan",2350,52.6,8,46.4
1400000US26033971100,"Census Tract 9711, Chippewa County, Michigan",1449,40.6,17.1,41.4
1400000US26033980100,"Census Tract 9801, Chippewa County, Michigan",0,-,-,-
1400000US26033980200,"Census Tract 9802, Chippewa County, Michigan",1467,0,-,-
1400000US26033980300,"Census Tract 9803, Chippewa County, Michigan",177,0,-,-
1400000US26033990000,"Census Tract 9900, Chippewa County, Michigan",0,-,-,-
1400000US26033990100,"Census Tract 9901, Chippewa County, Michigan",0,-,-,-
1400000US26035000100,"Census Tract 1, Clare County, Michigan",1488,39.6,10.7,39.7
1400000US26035000200,"Census Tract 2, Clare County, Michigan",1006,41.7,10,36.2
1400000US26035000300,"Census Tract 3, Clare County, Michigan",1990,39.1,14.6,48
1400000US26035000400,"Census Tract 4, Clare County, Michigan",3193,54.6,12,37
1400000US26035000500,"Census Tract 5, Clare County, Michigan",1246,45.2,5.3,47.7
1400000US26035000600,"Census Tract 6, Clare County, Michigan",2930,59.4,8.2,54.4
1400000US26035000700,"Census Tract 7, Clare County, Michigan",2869,47.9,10.2,51
1400000US26035000800,"Census Tract 8, Clare County, Michigan",3283,51.7,5.9,48.8
1400000US26035000900,"Census Tract 9, Clare County, Michigan",1527,43.7,13,16.9
1400000US26035001000,"Census Tract 10, Clare County, Michigan",2456,46.3,14.2,47.5
1400000US26035001300,"Census Tract 13, Clare County, Michigan",3306,43.4,9.7,51.3
1400000US26037010104,"Census Tract 101.04, Clinton County, Michigan",2673,53.9,6.5,48.4
1400000US26037010105,"Census Tract 101.05, Clinton County, Michigan",2763,73.5,2.2,0
1400000US26037010107,"Census Tract 101.07, Clinton County, Michigan",3251,64.8,1.7,60.6
1400000US26037010108,"Census Tract 101.08, Clinton County, Michigan",3248,70.2,2.5,33.3
1400000US26037010201,"Census Tract 102.01, Clinton County, Michigan",1908,66.4,6.6,54.9
1400000US26037010203,"Census Tract 102.03, Clinton County, Michigan",1154,52.1,9.7,24.3
1400000US26037010204,"Census Tract 102.04, Clinton County, Michigan",1367,68.4,2.9,34.7
1400000US26037010300,"Census Tract 103, Clinton County, Michigan",4136,63.6,5.2,53.5
1400000US26037010400,"Census Tract 104, Clinton County, Michigan",4118,62.8,1.4,48.1
1400000US26037010500,"Census Tract 105, Clinton County, Michigan",2975,63.3,1.9,62.7
1400000US26037010600,"Census Tract 106, Clinton County, Michigan",2030,63,6.6,48.9
1400000US26037010701,"Census Tract 107.01, Clinton County, Michigan",1695,66.7,2.9,78.3
1400000US26037010702,"Census Tract 107.02, Clinton County, Michigan",2003,56.1,5.9,38.2
1400000US26037010801,"Census Tract 108.01, Clinton County, Michigan",3185,63.2,5.4,35.9
1400000US26037010802,"Census Tract 108.02, Clinton County, Michigan",2988,63.2,1.7,47.6
1400000US26037010901,"Census Tract 109.01, Clinton County, Michigan",2371,50.2,6.3,39.7
1400000US26037010902,"Census Tract 109.02, Clinton County, Michigan",3600,64.1,3.4,51.5
1400000US26037011001,"Census Tract 110.01, Clinton County, Michigan",3082,59.1,1.9,38.5
1400000US26037011002,"Census Tract 110.02, Clinton County, Michigan",2834,65,3.4,57.6
1400000US26037011101,"Census Tract 111.01, Clinton County, Michigan",3794,62.9,2.3,69.7
1400000US26037011104,"Census Tract 111.04, Clinton County, Michigan",5040,66,7.3,51.6
1400000US26037011200,"Census Tract 112, Clinton County, Michigan",2212,57.4,6.4,48.6
1400000US26039960100,"Census Tract 9601, Crawford County, Michigan",1967,46.3,12.3,36.7
1400000US26039960200,"Census Tract 9602, Crawford County, Michigan",2866,53.3,5,57.6
1400000US26039960300,"Census Tract 9603, Crawford County, Michigan",2923,55.9,7.6,49.6
1400000US26039960400,"Census Tract 9604, Crawford County, Michigan",1960,41.6,9.3,30.9
1400000US26039960500,"Census Tract 9605, Crawford County, Michigan",1962,44.2,9.6,45
1400000US26041970100,"Census Tract 9701, Delta County, Michigan",1429,39.3,7.7,36.7
1400000US26041970200,"Census Tract 9702, Delta County, Michigan",1930,50.4,7,43.3
1400000US26041970300,"Census Tract 9703, Delta County, Michigan",1963,54.3,4.3,35.3
1400000US26041970400,"Census Tract 9704, Delta County, Michigan",4403,52.5,4.1,33.5
1400000US26041970500,"Census Tract 9705, Delta County, Michigan",3372,58.9,4.6,53.3
1400000US26041970600,"Census Tract 9706, Delta County, Michigan",3284,63.9,3.5,64.7
1400000US26041970700,"Census Tract 9707, Delta County, Michigan",3100,59.5,5.5,39.2
1400000US26041970800,"Census Tract 9708, Delta County, Michigan",3326,53.7,9.7,46.8
1400000US26041970900,"Census Tract 9709, Delta County, Michigan",2283,55.2,6.3,35.1
1400000US26041971000,"Census Tract 9710, Delta County, Michigan",2099,61.1,6.3,61.1
1400000US26041971100,"Census Tract 9711, Delta County, Michigan",2668,52.2,2.4,45.5
1400000US26041990000,"Census Tract 9900, Delta County, Michigan",0,-,-,-
1400000US26041990100,"Census Tract 9901, Delta County, Michigan",0,-,-,-
1400000US26043950100,"Census Tract 9501, Dickinson County, Michigan",1409,53.3,2.3,39.4
1400000US26043950200,"Census Tract 9502, Dickinson County, Michigan",3522,58.7,2.9,33.3
1400000US26043950300,"Census Tract 9503, Dickinson County, Michigan",3989,57,5.7,25
1400000US26043950400,"Census Tract 9504, Dickinson County, Michigan",3560,50.4,2.8,26.8
1400000US26043950500,"Census Tract 9505, Dickinson County, Michigan",2187,60.4,9.5,48.3
1400000US26043950600,"Census Tract 9506, Dickinson County, Michigan",3689,55.1,4.5,62.3
1400000US26043950700,"Census Tract 9507, Dickinson County, Michigan",2761,56.6,2.6,26.6
1400000US26045020101,"Census Tract 201.01, Eaton County, Michigan",2496,60.4,3.3,65.2
1400000US26045020102,"Census Tract 201.02, Eaton County, Michigan",2873,65.9,2.2,75.8
1400000US26045020103,"Census Tract 201.03, Eaton County, Michigan",3651,64.3,8.2,77.1
